age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
28,0,F,Other,Female,0,2,1
23,1,F,Other,Male,2,0,0
37,1,M,Other,Female,0,1,1
35,0,M,Other,Male,5,0,1
21,1,F,Other,Male,1,48,1
22,1,M,African-American,Female,2,34,0
29,1,F,African-American,Male,6,35,0
30,0,M,African-American,Female,0,0,1
45,1,M,Other,Male,3,92,1
24,0,F,African-American,Female,2,1,1
31,1,F,Other,Male,4,29,0
56,0,M,Other,Male,0,0,1
24,1,F,African-American,Male,14,180,0
38,0,F,African-American,Male,11,18,1
51,1,F,African-American,Male,22,34,0
22,0,F,Other,Male,0,0,1
28,0,M,African-American,Male,5,1,0
47,1,F,African-American,Male,19,212,0
51,1,M,African-American,Male,0,30,1
25,0,M,Other,Male,1,42,1
53,0,F,Other,Male,1,1,1
30,0,F,African-American,Male,0,2,1
33,1,F,Other,Male,0,0,1
35,1,F,African-American,Male,5,225,1
33,0,F,African-American,Female,0,1,1
59,0,M,Other,Male,1,0,1
33,0,F,Other,Female,1,84,1
27,1,F,African-American,Male,2,132,1
29,1,F,African-American,Female,9,14,1
24,1,F,African-American,Male,3,44,0
43,0,F,African-American,Male,5,0,0
37,1,M,African-American,Male,11,0,1
53,0,F,African-American,Male,13,91,1
26,1,F,African-American,Male,4,0,0
30,0,M,Other,Female,1,0,1
27,1,F,African-American,Male,6,1,1
39,1,F,Other,Male,9,1,1
37,1,M,Other,Male,4,0,1
22,1,M,Other,Male,3,10,0
25,0,F,Other,Male,0,2,1
26,0,F,Other,Male,1,0,1
28,0,M,Other,Female,0,0,1
25,1,M,African-American,Male,0,1,1
58,0,F,Other,Male,1,3,1
29,1,M,Other,Female,1,2,1
33,0,F,African-American,Male,8,2,1
38,0,F,African-American,Male,0,1,1
38,0,F,Other,Male,2,19,1
59,1,F,African-American,Male,22,69,1
29,1,M,Other,Male,4,0,1
53,1,M,Other,Male,0,3,1
33,1,F,African-American,Male,2,0,0
58,0,M,Other,Male,1,0,1
53,0,F,Other,Male,2,40,1
32,1,M,Other,Male,0,17,1
35,1,F,African-American,Male,6,10,0
39,0,F,Other,Male,1,1,1
36,0,M,Other,Male,1,14,0
42,1,M,Other,Female,5,6,1
37,0,M,African-American,Male,0,0,1
39,0,F,Other,Male,0,3,1
52,0,M,Other,Female,3,0,1
60,0,M,Other,Male,1,1,1
37,0,M,Other,Male,2,0,1
42,1,F,Other,Male,4,17,1
23,1,F,African-American,Male,6,1,1
42,1,M,African-American,Female,0,0,1
28,0,F,African-American,Male,5,0,1
38,0,F,Other,Male,12,0,1
43,1,F,African-American,Female,2,1,1
42,0,F,African-American,Male,0,0,1
25,0,M,Other,Female,0,0,1
32,1,F,African-American,Male,7,37,0
21,1,F,African-American,Male,0,0,1
35,0,M,Other,Female,1,28,1
37,0,F,Other,Male,0,126,1
33,0,F,African-American,Female,2,0,1
51,0,F,Other,Female,4,8,1
39,0,F,Other,Male,3,2,1
35,1,M,Other,Male,5,2,1
40,0,F,African-American,Male,3,13,1
32,1,F,African-American,Male,17,0,0
32,1,F,Other,Male,3,-1,1
37,0,M,Other,Male,0,0,1
32,1,F,African-American,Male,10,0,1
47,1,M,Other,Male,5,0,1
23,0,M,Other,Female,0,0,1
63,1,F,Other,Male,10,2,1
38,1,F,African-American,Male,16,241,0
32,1,M,African-American,Male,6,2,1
31,1,F,African-American,Male,4,24,0
23,0,F,African-American,Male,0,1,1
38,0,M,Other,Male,1,126,1
47,0,M,Other,Female,0,0,1
33,1,F,Other,Male,1,10,0
22,0,F,Other,Male,1,8,1
40,1,M,Other,Male,0,0,1
36,1,F,African-American,Male,14,173,1
65,0,M,Other,Female,0,1,1
22,0,M,African-American,Female,0,1,1
34,0,M,Other,Male,0,0,1
38,0,F,Other,Female,0,0,1
26,1,F,Other,Female,4,0,1
20,1,M,Other,Male,0,23,1
49,0,F,Other,Male,0,0,1
52,1,F,Other,Male,2,4,0
25,1,M,Other,Male,2,0,1
34,0,F,African-American,Male,5,4,1
33,1,M,African-American,Male,1,1,1
21,0,F,African-American,Male,1,0,1
46,0,F,African-American,Male,9,5,1
57,0,M,Other,Male,1,1,1
22,1,F,African-American,Male,2,0,1
48,1,M,Other,Female,1,1,1
40,0,F,African-American,Male,21,29,1
30,0,F,African-American,Female,1,0,1
21,1,M,Other,Male,4,33,1
39,1,F,African-American,Female,22,3,0
33,1,M,Other,Female,0,1,1
24,0,F,African-American,Male,0,-1,1
43,1,F,African-American,Male,0,1,1
45,0,M,Other,Female,0,1,1
51,0,F,African-American,Male,3,2,1
31,1,M,African-American,Male,9,0,1
27,0,M,Other,Male,0,1,1
32,0,F,African-American,Male,1,0,1
49,0,M,Other,Male,0,0,1
29,0,F,African-American,Male,2,27,1
23,1,F,African-American,Male,2,1,1
30,0,M,Other,Male,6,0,1
30,0,M,Other,Male,0,56,1
34,1,F,African-American,Male,13,0,1
33,0,F,African-American,Male,4,-1,1
28,0,M,African-American,Male,1,1,1
29,0,F,African-American,Male,1,40,0
38,0,M,Other,Male,0,0,1
37,0,F,Other,Male,0,0,1
33,1,M,Other,Female,0,0,1
30,0,F,Other,Male,0,0,1
51,0,F,African-American,Male,19,13,0
65,0,M,African-American,Male,7,0,1
32,0,M,African-American,Female,1,0,1
38,1,F,Other,Male,5,0,1
35,0,F,African-American,Male,1,0,1
57,0,F,Other,Male,1,0,1
26,0,F,Other,Male,1,-1,1
36,1,M,African-American,Female,4,1,1
33,1,F,Other,Female,2,9,1
35,1,F,Other,Male,3,1,1
33,0,F,African-American,Male,0,0,1
47,0,M,Other,Male,0,1,1
53,0,M,Other,Female,0,0,1
35,1,M,Other,Male,1,4,1
36,1,F,African-American,Female,1,0,1
25,0,M,Other,Female,0,0,1
52,0,F,Other,Male,10,149,1
51,1,F,Other,Male,6,2,1
24,1,F,African-American,Male,8,214,0
32,1,F,Other,Male,0,0,1
43,1,F,African-American,Male,8,348,1
45,0,M,African-American,Male,20,46,1
42,1,M,African-American,Male,10,0,1
22,1,F,African-American,Male,1,6,1
49,0,F,African-American,Male,4,1,1
42,1,F,African-American,Male,0,33,1
40,1,M,Other,Male,0,29,0
25,1,F,African-American,Male,2,0,1
25,1,M,Other,Male,0,2,1
23,0,F,African-American,Male,0,2,1
21,1,F,Other,Male,2,1,1
31,0,M,Other,Male,3,0,1
28,0,M,African-American,Female,0,0,1
24,1,F,African-American,Male,11,51,0
45,0,F,Other,Male,0,37,1
23,1,M,African-American,Male,2,1,1
39,1,F,African-American,Male,7,0,0
24,0,F,African-American,Male,1,0,1
46,0,F,Other,Male,1,1,1
47,0,F,Other,Male,3,2,1
22,1,M,African-American,Male,1,0,1
34,0,M,Other,Female,0,1,1
33,1,M,Other,Male,0,0,1
29,1,F,African-American,Male,16,0,0
34,0,M,Other,Male,3,5,1
29,0,M,African-American,Male,0,0,1
25,1,M,Other,Female,2,0,1
34,1,F,Other,Male,16,1,1
55,0,F,African-American,Female,1,0,1
27,1,F,African-American,Male,0,0,1
26,0,M,African-American,Male,0,1,1
39,1,F,African-American,Male,19,179,0
24,0,F,African-American,Male,1,0,1
29,0,M,Other,Male,0,0,1
50,1,F,African-American,Male,13,242,1
25,1,F,Other,Male,2,0,1
31,1,F,African-American,Male,4,2,1
31,0,M,Other,Male,0,0,1
26,0,F,Other,Male,2,0,1
54,0,F,Other,Male,2,97,1
33,1,F,African-American,Male,14,0,0
22,1,M,African-American,Male,0,0,1
35,0,F,African-American,Male,8,239,0
30,1,F,Other,Female,4,1,1
25,0,F,African-American,Male,0,0,1
25,0,F,African-American,Male,0,0,1
44,1,F,African-American,Male,0,0,1
29,1,F,Other,Female,2,8,1
46,1,F,Other,Male,2,2,1
53,0,M,Other,Male,0,4,1
24,1,F,African-American,Male,2,1,1
52,1,F,African-American,Female,2,1,1
27,1,M,African-American,Male,0,0,1
41,0,F,Other,Male,0,1,1
21,1,F,African-American,Female,0,0,1
24,0,F,Other,Male,1,0,1
23,0,M,Other,Male,0,0,1
42,0,F,African-American,Male,0,1,1
24,1,F,African-American,Male,5,1,0
26,1,F,African-American,Male,4,0,0
50,1,F,Other,Male,9,424,1
32,0,M,African-American,Female,3,1,1
40,0,F,African-American,Male,13,1,0
27,0,F,African-American,Male,2,0,1
23,1,F,Other,Male,0,0,0
37,1,M,African-American,Male,22,1,0
32,1,M,African-American,Male,1,3,1
52,1,M,Other,Male,4,1,1
29,0,F,Other,Male,2,3,1
49,0,M,African-American,Male,0,0,1
50,0,F,Other,Male,0,2,1
26,1,F,Other,Male,2,-1,1
34,1,F,Other,Female,0,31,0
28,0,F,Other,Female,1,9,1
30,1,F,African-American,Male,0,0,1
24,1,F,African-American,Male,3,1,1
25,1,M,African-American,Male,0,0,1
25,1,M,African-American,Male,4,9,1
45,0,F,Other,Male,2,0,1
26,1,F,Other,Male,1,3,1
37,0,F,Other,Male,2,28,1
24,0,M,Other,Male,0,1,1
40,0,M,Other,Male,2,1,1
33,0,F,Other,Female,0,0,1
53,0,F,Other,Male,18,1,1
55,0,M,Other,Male,0,5,1
30,1,F,Other,Male,6,17,0
21,1,F,African-American,Male,1,15,1
55,0,M,Other,Male,0,0,1
22,1,F,Other,Male,1,0,1
23,0,F,African-American,Female,1,0,1
57,1,F,Other,Male,9,58,1
33,1,M,Other,Male,0,0,1
32,0,F,Other,Male,2,1,1
47,0,F,Other,Male,3,13,1
51,1,M,Other,Male,6,18,1
22,0,F,African-American,Male,1,1,1
47,0,F,Other,Male,2,1,1
28,1,F,Other,Male,1,0,1
28,0,F,African-American,Male,5,34,0
44,1,M,Other,Female,1,6,1
25,1,F,African-American,Male,0,2,1
34,0,M,African-American,Male,4,0,1
65,0,M,Other,Male,0,0,1
33,1,F,Other,Male,5,119,1
23,0,M,Other,Female,0,0,1
44,0,M,Other,Female,0,0,1
24,0,M,African-American,Male,1,0,1
51,0,M,Other,Male,1,1,1
21,1,F,African-American,Female,0,1,0
39,0,F,Other,Male,6,0,1
29,1,F,African-American,Male,29,5,0
24,0,F,Other,Male,1,0,1
23,1,F,African-American,Female,0,2,1
31,1,F,African-American,Male,11,-1,0
35,0,M,African-American,Female,0,0,1
30,0,F,Other,Male,0,0,1
39,0,F,African-American,Female,4,3,1
51,0,M,Other,Male,0,1,1
22,0,F,Other,Male,1,236,1
29,0,F,Other,Male,2,22,1
32,1,F,Other,Male,6,2,1
33,1,M,Other,Male,3,11,1
58,1,F,Other,Male,5,1,1
54,0,F,Other,Male,0,27,1
33,1,F,African-American,Male,2,28,0
48,0,F,African-American,Male,10,175,1
23,0,M,African-American,Male,0,3,0
23,1,F,Other,Male,2,15,1
47,0,M,Other,Male,1,1,1
21,0,F,Other,Male,0,2,1
29,1,M,African-American,Male,0,1,0
48,0,F,Other,Male,2,0,1
37,1,M,Other,Male,4,82,1
50,0,F,Other,Male,3,14,1
19,1,F,African-American,Male,3,1,0
49,0,F,African-American,Male,13,0,1
58,0,F,Other,Male,2,5,1
31,0,F,African-American,Male,6,0,0
23,0,M,African-American,Male,1,0,1
23,1,F,African-American,Female,0,0,1
31,1,F,Other,Male,17,1,0
33,1,F,Other,Male,0,83,1
57,0,F,Other,Male,6,1,1
31,0,M,Other,Female,0,0,1
57,0,F,African-American,Male,19,3,1
57,0,M,Other,Male,12,3,1
29,1,M,African-American,Male,6,0,1
30,1,M,African-American,Male,0,0,1
45,0,F,African-American,Male,11,0,1
42,0,F,Other,Male,0,0,1
48,0,F,Other,Male,7,0,1
29,1,F,African-American,Male,12,12,0
28,0,F,Other,Female,0,0,1
25,1,M,African-American,Male,1,1,1
34,0,M,Other,Female,3,10,1
27,0,F,African-American,Male,0,1,1
39,0,F,African-American,Male,4,40,1
27,1,F,African-American,Male,4,50,1
30,1,F,Other,Male,7,0,0
31,1,M,African-American,Male,15,4,0
20,1,M,African-American,Male,1,0,0
26,1,F,Other,Male,2,0,0
34,1,F,Other,Male,0,1,1
27,0,M,Other,Male,0,0,1
29,0,F,African-American,Male,4,1,1
27,0,F,African-American,Male,7,4,1
24,0,F,Other,Female,0,1,0
29,1,F,African-American,Male,0,0,1
20,0,F,Other,Male,0,0,1
23,0,F,Other,Female,0,0,1
48,0,M,African-American,Female,0,0,1
34,1,M,African-American,Male,0,0,1
46,1,M,African-American,Male,1,1,1
41,0,F,Other,Female,3,1,1
26,1,F,African-American,Male,3,0,1
37,1,F,African-American,Male,11,1,0
22,0,F,Other,Female,2,0,1
32,0,F,African-American,Male,7,0,1
44,0,M,African-American,Male,0,2,1
60,0,M,African-American,Male,3,0,1
49,0,F,Other,Male,0,-1,1
30,1,M,African-American,Male,10,1,1
52,0,F,Other,Male,0,1,1
34,0,F,African-American,Male,0,1,0
55,1,F,African-American,Male,5,3,1
33,0,M,African-American,Male,0,0,1
22,1,F,African-American,Male,0,0,1
27,0,M,African-American,Female,0,1,1
20,1,F,African-American,Male,0,0,1
33,0,F,Other,Male,0,53,1
26,0,M,African-American,Male,0,2,1
29,0,M,African-American,Male,0,1,1
32,0,M,African-American,Male,1,0,1
37,0,M,Other,Male,4,0,1
31,0,F,African-American,Male,15,104,0
29,1,F,African-American,Male,6,0,0
31,0,F,African-American,Male,6,41,1
36,0,F,Other,Female,2,1,1
37,0,F,African-American,Female,1,8,1
34,1,M,Other,Male,5,6,1
20,1,M,Other,Male,1,1,1
24,1,F,Other,Male,8,35,0
29,1,M,African-American,Male,8,0,0
45,0,F,African-American,Female,1,2,1
34,1,F,Other,Male,2,0,1
70,0,M,African-American,Male,0,1,1
23,0,F,African-American,Male,4,3,0
27,0,M,Other,Male,5,2,1
44,1,F,Other,Male,6,118,1
26,0,M,African-American,Male,0,0,1
23,0,M,Other,Female,2,0,1
27,1,F,African-American,Male,3,7,0
46,0,F,Other,Female,1,25,1
27,0,F,African-American,Female,1,26,1
45,0,F,Other,Male,7,1,1
42,0,M,African-American,Male,1,7,1
24,1,M,Other,Female,3,0,1
20,1,F,African-American,Male,2,2,0
49,0,F,Other,Male,3,0,1
29,0,F,Other,Male,0,-1,1
52,0,F,Other,Female,1,3,1
37,1,M,Other,Male,4,1,1
26,0,M,African-American,Male,1,7,1
53,1,F,African-American,Male,15,80,1
47,0,F,Other,Male,1,17,1
38,1,M,African-American,Male,0,749,0
25,0,F,African-American,Male,1,-1,1
21,1,F,African-American,Male,1,5,0
48,0,M,African-American,Male,0,1,1
24,0,F,Other,Female,0,1,1
22,1,F,African-American,Male,0,0,1
38,0,M,Other,Male,2,28,1
23,1,F,Other,Male,0,3,1
54,0,M,Other,Male,2,0,1
24,0,F,Other,Male,1,10,1
44,1,M,Other,Female,0,0,1
64,0,M,Other,Male,0,0,1
38,1,M,Other,Male,5,0,1
45,0,M,Other,Female,0,0,1
49,0,F,African-American,Male,1,5,1
33,0,M,Other,Male,0,0,1
44,0,F,Other,Male,2,1,1
51,0,F,African-American,Male,3,3,1
50,0,F,African-American,Male,0,0,1
33,0,M,Other,Male,2,21,1
54,0,M,Other,Female,0,29,1
28,1,F,Other,Male,3,0,1
42,1,M,African-American,Male,17,51,1
34,0,F,Other,Male,3,1,1
38,1,F,Other,Male,2,9,1
21,1,F,African-American,Male,1,1,0
33,0,F,African-American,Male,5,-1,1
32,1,M,African-American,Male,9,23,1
45,0,M,Other,Male,1,1,1
30,1,F,Other,Male,1,33,0
29,0,F,African-American,Female,0,1,0
51,1,M,Other,Female,0,7,1
28,0,F,African-American,Female,0,0,1
27,0,F,Other,Male,1,0,1
28,1,F,Other,Male,16,29,0
30,0,F,African-American,Female,0,-1,1
32,0,M,African-American,Male,0,1,1
27,0,F,Other,Male,5,0,1
21,1,F,Other,Male,1,2,1
21,0,F,African-American,Male,0,1,1
34,1,F,Other,Female,0,62,1
24,1,F,African-American,Male,7,199,0
32,0,M,Other,Male,0,19,1
38,1,F,Other,Female,5,41,1
56,0,M,African-American,Male,3,14,1
44,0,M,African-American,Female,0,1,1
31,1,M,African-American,Male,1,0,1
25,0,F,Other,Female,6,24,1
20,0,M,African-American,Female,0,0,1
35,0,M,African-American,Male,1,1,1
33,1,F,African-American,Male,1,0,1
24,0,M,African-American,Male,0,1,1
40,0,M,Other,Female,2,3,1
27,1,F,African-American,Male,9,0,0
38,1,F,African-American,Male,9,1,1
20,1,F,Other,Male,0,1,1
30,1,F,African-American,Male,9,1,1
36,1,F,Other,Male,9,19,1
23,1,M,African-American,Male,2,7,0
39,1,F,African-American,Male,21,0,0
29,1,F,Other,Male,3,0,1
58,1,M,Other,Male,2,0,1
23,0,F,Other,Male,2,35,1
23,1,M,Other,Male,3,26,0
68,0,F,African-American,Female,5,0,1
26,0,M,Other,Female,2,0,1
51,1,F,African-American,Male,0,1,1
25,0,M,African-American,Male,0,0,1
40,1,F,African-American,Male,5,55,0
51,0,F,African-American,Male,14,7,1
27,1,M,African-American,Male,2,15,1
49,1,M,African-American,Male,11,32,1
36,0,M,Other,Male,0,2,1
20,0,F,African-American,Male,0,3,1
21,1,F,African-American,Male,2,86,0
31,0,F,African-American,Female,0,1,1
57,0,M,African-American,Male,0,0,1
61,1,F,Other,Female,8,30,1
35,1,F,Other,Male,3,9,1
54,1,F,African-American,Male,3,2,1
39,0,F,Other,Male,0,1,1
24,0,F,African-American,Male,1,33,1
29,1,F,Other,Female,0,1,1
48,1,F,African-American,Male,8,11,0
30,1,M,African-American,Male,6,0,1
26,1,F,African-American,Male,10,1,0
37,1,F,African-American,Male,12,0,0
26,1,F,African-American,Male,4,45,1
29,1,M,African-American,Male,7,8,0
26,1,M,African-American,Male,1,29,1
60,0,F,African-American,Male,2,0,1
27,1,F,Other,Male,2,0,1
22,0,F,Other,Male,1,0,1
28,0,F,African-American,Male,3,0,1
33,1,F,African-American,Male,13,0,1
28,0,F,African-American,Male,2,125,1
55,1,M,Other,Male,0,-1,1
21,1,F,African-American,Male,6,0,0
28,1,F,Other,Male,2,1,1
22,0,M,Other,Female,0,0,1
29,1,F,Other,Female,6,67,1
24,1,M,African-American,Male,2,49,0
50,1,F,African-American,Male,12,1,1
24,1,M,African-American,Male,1,1,1
47,0,F,African-American,Male,1,49,1
54,0,F,Other,Male,6,0,1
42,0,M,Other,Female,0,1,1
35,0,F,Other,Male,5,0,1
30,1,F,African-American,Male,0,1,1
53,0,F,Other,Male,1,0,1
31,0,M,African-American,Female,2,2,1
31,1,F,African-American,Male,0,1,1
23,0,F,Other,Male,4,2,0
47,0,F,African-American,Male,9,64,1
24,1,M,African-American,Male,9,3,0
22,0,F,African-American,Female,2,2,0
45,0,M,Other,Male,1,0,1
30,0,F,African-American,Female,2,0,1
30,1,M,Other,Male,5,5,0
43,1,M,Other,Female,22,26,0
50,0,M,African-American,Male,0,0,1
24,1,F,Other,Female,2,1,1
42,0,F,Other,Female,3,0,1
29,1,F,Other,Female,1,13,1
31,0,M,Other,Male,0,1,1
25,1,F,African-American,Male,5,54,0
36,0,F,African-American,Male,4,1,1
24,1,M,African-American,Male,1,2,1
28,0,F,Other,Male,5,0,1
31,1,M,Other,Male,0,0,1
23,0,F,African-American,Male,0,3,1
29,1,M,Other,Male,4,7,1
51,1,M,African-American,Male,11,79,1
34,0,F,African-American,Male,1,1,1
29,1,F,African-American,Male,12,0,1
39,1,F,African-American,Male,13,1,0
36,0,M,Other,Female,0,0,1
59,1,M,African-American,Male,15,14,1
23,1,F,African-American,Male,3,0,0
31,0,F,African-American,Male,15,-1,0
53,0,M,Other,Male,0,-1,1
34,0,F,African-American,Male,12,34,1
63,0,F,African-American,Female,1,0,1
21,1,F,Other,Male,0,0,1
21,1,F,African-American,Female,0,0,1
47,1,F,Other,Male,28,33,0
34,1,F,African-American,Male,7,-1,1
58,1,F,Other,Male,4,0,1
40,1,F,Other,Female,4,5,1
36,1,F,African-American,Male,16,8,0
23,0,M,African-American,Female,0,1,1
34,1,F,African-American,Male,5,0,1
56,0,F,Other,Male,13,6,1
52,0,F,Other,Female,0,0,1
56,0,F,African-American,Male,0,6,1
37,0,M,African-American,Female,0,1,1
50,0,M,Other,Female,0,1,1
25,1,F,African-American,Male,1,0,1
22,1,F,African-American,Male,0,0,1
43,1,M,Other,Female,0,0,1
30,0,M,Other,Male,1,35,1
29,0,F,Other,Male,0,0,1
24,0,F,Other,Male,0,0,1
29,1,M,African-American,Male,7,0,0
24,0,F,Other,Female,0,0,1
74,0,F,African-American,Female,0,0,1
27,1,M,African-American,Male,8,0,1
37,1,F,Other,Male,1,0,1
29,0,F,Other,Male,5,0,1
35,0,F,African-American,Female,5,0,1
29,1,M,African-American,Male,1,99,1
36,0,F,Other,Male,1,1,1
26,0,F,Other,Male,2,1,1
26,0,F,African-American,Female,1,1,1
39,1,F,Other,Female,11,1,1
22,1,F,African-American,Male,3,1,1
28,0,F,Other,Male,0,1,1
51,1,F,Other,Male,1,0,1
35,0,M,Other,Female,0,1,1
23,0,M,African-American,Female,0,1,1
29,1,F,African-American,Male,6,0,1
20,1,F,Other,Male,0,1,1
24,1,M,African-American,Male,1,6,0
23,0,M,Other,Female,2,1,1
33,0,F,African-American,Female,5,186,1
21,1,F,Other,Male,1,0,1
59,0,M,Other,Male,3,2,1
26,1,F,Other,Male,4,2,1
38,0,F,Other,Male,2,0,1
28,0,F,Other,Male,2,3,0
23,1,F,Other,Male,2,58,1
21,1,F,African-American,Male,1,1,1
52,1,M,African-American,Male,0,1,1
56,1,F,African-American,Male,12,1,1
40,0,M,Other,Male,1,1,1
48,1,M,Other,Female,8,23,1
26,0,F,African-American,Female,0,0,1
66,1,F,Other,Male,1,4,1
54,0,F,African-American,Female,6,1,1
31,1,M,Other,Male,4,26,1
34,0,F,Other,Male,0,0,1
25,1,F,African-American,Male,9,84,0
47,0,F,Other,Male,2,6,1
51,1,F,African-American,Male,12,0,0
25,0,F,Other,Male,1,-1,1
25,1,F,Other,Male,0,20,1
31,1,F,African-American,Female,2,0,1
36,0,F,Other,Male,1,0,1
49,0,M,Other,Male,0,-1,1
31,0,F,African-American,Male,0,0,1
30,0,F,Other,Male,1,0,1
29,1,F,African-American,Male,3,0,0
53,1,F,Other,Female,6,10,1
21,1,F,African-American,Male,1,456,0
21,0,F,African-American,Male,0,0,1
27,1,F,African-American,Female,1,0,1
65,0,F,African-American,Female,0,0,1
59,0,M,Other,Female,0,0,1
59,0,M,African-American,Male,0,1,1
24,0,M,African-American,Male,0,3,1
40,0,F,African-American,Male,0,1,1
51,1,F,African-American,Male,0,2,1
34,1,F,African-American,Male,10,0,0
30,1,F,Other,Male,1,-1,1
52,0,F,African-American,Male,1,0,1
38,1,F,African-American,Male,2,2,1
22,0,F,African-American,Female,0,0,0
43,0,F,African-American,Male,0,3,1
32,1,F,Other,Male,5,55,0
55,0,F,African-American,Male,0,1,1
26,0,F,African-American,Male,2,8,1
23,0,M,Other,Male,1,0,1
47,0,F,Other,Female,0,3,1
28,1,M,Other,Male,1,0,1
27,1,F,Other,Male,0,0,1
61,1,F,Other,Male,2,3,1
26,0,F,African-American,Male,0,2,1
28,1,M,Other,Female,1,0,1
43,1,F,African-American,Male,0,1,1
33,1,M,African-American,Male,21,6,1
21,0,M,Other,Male,0,0,1
32,0,M,Other,Female,0,1,1
22,1,F,African-American,Male,1,0,1
51,0,F,African-American,Male,3,0,1
20,1,F,African-American,Male,2,129,0
35,0,F,Other,Male,2,1,1
37,0,F,African-American,Female,3,29,1
28,1,M,African-American,Male,0,0,1
41,1,M,Other,Male,3,1,1
24,1,M,African-American,Male,0,1,0
33,0,M,African-American,Female,3,2,1
30,0,F,Other,Female,4,29,1
20,1,F,African-American,Male,1,6,1
42,0,F,African-American,Female,1,-1,1
40,1,F,African-American,Female,15,65,1
39,1,F,African-American,Male,0,0,1
21,0,F,African-American,Male,0,3,1
39,1,F,Other,Male,2,1,1
24,0,F,Other,Male,0,0,1
41,0,F,African-American,Male,0,0,1
39,0,F,African-American,Male,1,1,1
24,0,F,African-American,Female,3,0,0
24,0,F,African-American,Female,1,0,1
29,1,M,African-American,Male,0,1,1
25,1,M,Other,Male,2,11,1
23,1,F,Other,Female,0,1,1
22,1,F,African-American,Male,1,0,0
26,1,M,Other,Female,4,1,1
26,1,M,African-American,Male,3,205,0
24,1,M,African-American,Female,3,2,1
44,0,M,African-American,Male,0,34,1
36,1,F,Other,Male,1,18,1
39,1,F,Other,Male,10,1,0
42,0,F,Other,Male,0,0,1
45,0,M,Other,Male,1,1,1
25,1,F,African-American,Male,7,20,0
33,0,F,Other,Male,0,5,1
25,0,M,Other,Male,0,3,1
32,0,F,African-American,Male,5,9,1
23,0,F,African-American,Male,0,3,1
39,0,M,Other,Male,0,1,1
27,1,F,African-American,Male,12,1,0
35,0,M,Other,Female,4,1,1
38,0,M,African-American,Female,0,0,1
30,0,F,African-American,Male,4,7,1
30,0,F,Other,Male,1,28,1
30,0,M,Other,Female,0,0,0
26,1,F,African-American,Male,18,197,0
31,0,F,African-American,Male,2,2,1
34,0,F,Other,Male,0,108,1
25,0,M,African-American,Female,0,44,1
26,0,F,Other,Female,1,8,1
38,1,F,African-American,Male,2,9,1
37,0,M,African-American,Female,0,0,1
34,0,M,Other,Male,3,0,1
38,0,F,Other,Female,0,25,1
31,0,M,African-American,Female,0,2,1
29,0,M,Other,Female,0,0,1
20,1,F,Other,Male,1,15,0
22,0,F,African-American,Male,0,1,1
51,0,M,Other,Female,0,0,1
24,1,M,African-American,Male,2,0,1
47,1,F,African-American,Male,0,1,0
36,1,F,African-American,Female,1,6,1
21,0,M,African-American,Male,1,1,1
25,1,M,African-American,Male,3,80,0
23,1,F,African-American,Male,5,4,0
23,0,M,Other,Male,0,0,1
24,0,M,Other,Female,0,0,0
35,1,F,Other,Male,2,2,1
23,0,M,Other,Female,0,0,1
19,1,M,African-American,Female,0,1,1
32,1,F,Other,Male,0,5,1
39,1,M,Other,Female,0,0,1
30,1,F,African-American,Male,12,9,0
33,0,F,African-American,Male,2,258,1
36,0,M,Other,Female,0,0,1
29,1,F,African-American,Male,8,2,0
40,0,F,Other,Female,0,0,1
53,0,F,African-American,Male,4,1,1
28,0,M,Other,Female,0,0,1
38,0,M,Other,Male,2,29,1
27,1,F,African-American,Male,9,1,0
55,0,F,Other,Male,0,0,1
22,0,M,African-American,Male,1,1,1
34,0,F,African-American,Female,1,2,1
55,0,M,Other,Male,1,4,1
24,0,F,Other,Male,2,91,0
47,1,M,African-American,Female,21,21,0
41,0,M,Other,Male,0,0,1
41,0,F,Other,Male,0,0,1
61,0,F,African-American,Male,12,241,1
57,0,F,African-American,Male,3,1,1
38,0,M,Other,Female,2,0,1
25,1,F,Other,Male,13,5,1
23,1,F,African-American,Male,0,0,1
23,0,F,Other,Male,3,9,1
20,0,F,African-American,Male,0,0,1
44,0,F,Other,Male,1,1,0
38,0,M,Other,Female,1,1,1
56,1,F,African-American,Male,5,597,1
43,1,F,Other,Male,2,5,1
22,1,F,African-American,Male,0,149,1
32,0,F,Other,Male,0,1,1
29,0,F,African-American,Male,0,1,1
22,1,F,African-American,Male,1,103,0
23,1,F,African-American,Male,3,44,0
24,0,F,Other,Male,1,2,1
45,0,M,Other,Male,0,-1,1
21,0,F,African-American,Male,2,1,0
29,0,M,African-American,Female,0,1,1
51,1,M,Other,Female,0,1,1
36,1,M,Other,Male,2,1,1
25,0,F,African-American,Male,1,0,1
46,0,F,Other,Male,13,141,1
62,1,F,African-American,Male,22,33,0
25,1,F,African-American,Male,0,0,1
27,0,F,Other,Male,2,1,1
22,1,F,Other,Female,3,2,0
37,0,F,Other,Male,1,2,1
21,1,F,Other,Male,0,1,1
39,1,F,Other,Female,2,0,1
43,1,F,African-American,Male,8,1,1
22,1,M,African-American,Male,0,0,1
28,0,F,African-American,Female,4,2,1
43,1,F,Other,Male,0,0,0
27,1,F,Other,Male,7,0,0
27,1,F,Other,Male,0,54,1
